budget,family,final_train_loss,knob,lyap,n_params,rel_error,seed,wall_s
12800,StandardMap,1.736661246241056e-07,0.4,4.2933016514314314e-05,12755,0.0004210669233164672,4,18.95
25600,StandardMap,1.2339578779574367e-07,0.4,4.2933016514314314e-05,25586,0.0003550501312780951,0,22.82
25600,StandardMap,1.240639560364798e-07,0.4,4.2933016514314314e-05,25586,0.0003560018703909696,1,22.99
25600,StandardMap,1.322900287163975e-07,0.4,4.2933016514314314e-05,25586,0.00036755649528869174,2,23.07
25600,StandardMap,9.076517187622813e-08,0.4,4.2933016514314314e-05,25586,0.0003046070459917135,3,23.46
25600,StandardMap,1.1465646400665718e-07,0.4,4.2933016514314314e-05,25586,0.0003421406171714172,4,23.36
51200,StandardMap,6.706587225835391e-08,0.4,4.2933016514314314e-05,51062,0.00026168602519239436,0,30.86
51200,StandardMap,1.1964119721596945e-07,0.4,4.2933016514314314e-05,51062,0.0003495795737037871,1,30.21
51200,StandardMap,1.2364478959625558e-07,0.4,4.2933016514314314e-05,51062,0.00035536072665834486,2,30.87
51200,StandardMap,1.0279108067834386e-07,0.4,4.2933016514314314e-05,51062,0.0003240018351931666,3,30.45
51200,StandardMap,1.0856833432626444e-07,0.4,4.2933016514314314e-05,51062,0.00033295262665771294,4,30.8
200,StandardMap,2.6301616104319693e-05,0.9716,5.484558104139208e-05,211,0.005325833624507018,0,12.04
200,StandardMap,2.7273587911622598e-05,0.9716,5.484558104139208e-05,211,0.005425385023104039,1,12.3
200,StandardMap,3.025655866076704e-05,0.9716,5.484558104139208e-05,211,0.0057123108389504525,2,12.39
200,StandardMap,2.465494442731142e-05,0.9716,5.484558104139208e-05,211,0.0051555664815853075,3,12.09
200,StandardMap,3.745058964705095e-05,0.9716,5.484558104139208e-05,211,0.00635532410785649,4,12.19
400,StandardMap,1.4815929331234656e-05,0.9716,5.484558104139208e-05,386,0.003996997774130881,0,12.22
400,StandardMap,1.5809604032256176e-05,0.9716,5.484558104139208e-05,386,0.004129788533686137,1,12.13
400,StandardMap,3.790510754333809e-05,0.9716,5.484558104139208e-05,386,0.006392607195522125,2,12.27
400,StandardMap,1.303772086976096e-05,0.9716,5.484558104139208e-05,386,0.003750928476233982,3,11.86
400,StandardMap,2.1373718191171065e-05,0.9716,5.484558104139208e-05,386,0.004802592565033266,4,12.38
800,StandardMap,9.17316992126871e-06,0.9716,5.484558104139208e-05,827,0.003146936504768792,0,12.72
800,StandardMap,1.116782458484522e-05,0.9716,5.484558104139208e-05,827,0.003470861149897281,1,13.02
800,StandardMap,1.220745826867642e-05,0.9716,5.484558104139208e-05,827,0.0036294311208160245,2,12.67
800,StandardMap,1.5890526527073235e-05,0.9716,5.484558104139208e-05,827,0.004140050382293648,3,13.0
800,StandardMap,6.598229796509258e-06,0.9716,5.484558104139208e-05,827,0.0026690507452876797,4,14.23
1600,StandardMap,4.733451929496368e-06,0.9716,5.484558104139208e-05,1586,0.0022604594382134593,0,13.57
1600,StandardMap,5.4988619922369255e-06,0.9716,5.484558104139208e-05,1586,0.002436404007301445,1,13.41
1600,StandardMap,9.770435695827472e-06,0.9716,5.484558104139208e-05,1586,0.00324639089263236,2,13.83
1600,StandardMap,1.0842654992302414e-05,0.9716,5.484558104139208e-05,1586,0.0034202184020484063,3,13.62
1600,StandardMap,4.448558185686124e-06,0.9716,5.484558104139208e-05,1586,0.0021922686341008645,4,13.26
3200,StandardMap,3.7574026664515257e-06,0.9716,5.484558104139208e-05,3235,0.002014140476783084,0,14.22
3200,StandardMap,5.914264063903829e-06,0.9716,5.484558104139208e-05,3235,0.002526983727469272,1,14.24
3200,StandardMap,6.395836811861955e-06,0.9716,5.484558104139208e-05,3235,0.002627915291239235,2,14.21
3200,StandardMap,5.457209030282684e-06,0.9716,5.484558104139208e-05,3235,0.00242665721069274,3,14.21
3200,StandardMap,4.2558003042358904e-06,0.9716,5.484558104139208e-05,3235,0.0021433019220658627,4,16.11
6400,StandardMap,1.7666236717559514e-06,0.9716,5.484558104139208e-05,6386,0.0013810102065878315,0,15.96
6400,StandardMap,2.16989692489733e-06,0.9716,5.484558104139208e-05,6386,0.0015302927908301082,1,15.75
6400,StandardMap,4.246142354531912e-06,0.9716,5.484558104139208e-05,6386,0.002141458718130254,2,16.28
6400,StandardMap,3.8264101131062485e-06,0.9716,5.484558104139208e-05,6386,0.0020323318037207493,3,16.14
6400,StandardMap,3.0036176685825923e-06,0.9716,5.484558104139208e-05,6386,0.0018008891116706642,4,16.01
12800,StandardMap,2.563781794378883e-06,0.9716,5.484558104139208e-05,12755,0.0016635199777248874,0,19.58
12800,StandardMap,2.5776230977498926e-06,0.9716,5.484558104139208e-05,12755,0.0016683367662745567,1,18.9
12800,StandardMap,2.7779671145253813e-06,0.9716,5.484558104139208e-05,12755,0.0017317759798241795,2,18.54
12800,StandardMap,1.7867493606900099e-06,0.9716,5.484558104139208e-05,12755,0.0013885163213680023,3,18.83
12800,StandardMap,1.4199011038726894e-06,0.9716,5.484558104139208e-05,12755,0.0012381927466368263,4,18.57
25600,StandardMap,6.286577204264176e-07,0.9716,5.484558104139208e-05,25586,0.0008237979115389422,0,22.81
25600,StandardMap,1.9878357506968313e-06,0.9716,5.484558104139208e-05,25586,0.001465070249046946,1,25.01
25600,StandardMap,8.474280225527764e-07,0.9716,5.484558104139208e-05,25586,0.0009564241641147751,2,22.86
25600,StandardMap,1.0217683652626874e-06,0.9716,5.484558104139208e-05,25586,0.0010504348829721648,3,23.05
25600,StandardMap,8.223096115216322e-07,0.9716,5.484558104139208e-05,25586,0.0009420012566160092,4,22.81
51200,StandardMap,3.8025656226636784e-07,0.9716,5.484558104139208e-05,51062,0.000640827624339001,0,31.35
51200,StandardMap,7.335445548051211e-07,0.9716,5.484558104139208e-05,51062,0.000890134443783122,1,30.58
51200,StandardMap,6.591039646082208e-07,0.9716,5.484558104139208e-05,51062,0.0008436517266568802,2,30.37
51200,StandardMap,4.188564480500645e-07,0.9716,5.484558104139208e-05,51062,0.000672583277496068,3,30.84
51200,StandardMap,6.962682455196045e-07,0.9716,5.484558104139208e-05,51062,0.0008669204526494821,4,31.05
200,StandardMap,9.549804883135948e-06,2.0,4.2882529860498936e-05,211,0.002439679192104535,0,11.95
200,StandardMap,2.0457579448702746e-05,2.0,4.2882529860498936e-05,211,0.0035713038728082207,1,12.17
200,StandardMap,6.105859596573282e-06,2.0,4.2882529860498936e-05,211,0.0019508139820668174,2,12.15
200,StandardMap,1.9441104581346735e-05,2.0,4.2882529860498936e-05,211,0.0034803521801676533,3,12.97
200,StandardMap,1.9896904719644227e-05,2.0,4.2882529860498936e-05,211,0.0035216855341732947,4,14.51
400,StandardMap,2.8727151911880356e-06,2.0,4.2882529860498936e-05,386,0.001337888307476539,0,12.27
400,StandardMap,7.222264997835736e-06,2.0,4.2882529860498936e-05,386,0.0021208779187418224,1,12.13
400,StandardMap,3.9446793107345e-06,2.0,4.2882529860498936e-05,386,0.001568127419863425,2,12.78
400,StandardMap,3.7894900160608814e-06,2.0,4.2882529860498936e-05,386,0.001537204631345396,3,12.21
400,StandardMap,6.35906976822298e-06,2.0,4.2882529860498936e-05,386,0.0019912866229238576,4,12.39
800,StandardMap,1.7903781290442566e-06,2.0,4.2882529860498936e-05,827,0.001056524470539342,0,12.98
800,StandardMap,2.3216034951474286e-06,2.0,4.2882529860498936e-05,827,0.0012027900839841376,1,12.87
800,StandardMap,2.913432364948676e-06,2.0,4.2882529860498936e-05,827,0.0013476481436685095,2,12.85
800,StandardMap,2.8915738184878136e-06,2.0,4.2882529860498936e-05,827,0.0013420255593885463,3,12.92
800,StandardMap,1.9511024311213987e-06,2.0,4.2882529860498936e-05,827,0.0011025606721940333,4,12.86
1600,StandardMap,6.418306093110004e-07,2.0,4.2882529860498936e-05,1586,0.0006323195773109759,0,13.3
1600,StandardMap,6.993811989559617e-07,2.0,4.2882529860498936e-05,1586,0.0006602529459678721,1,13.54
1600,StandardMap,2.2255042640608736e-06,2.0,4.2882529860498936e-05,1586,0.00117787785341485,2,13.35
1600,StandardMap,1.3625944975501624e-06,2.0,4.2882529860498936e-05,1586,0.0009217135498229905,3,14.4
1600,StandardMap,1.80226615157153e-06,2.0,4.2882529860498936e-05,1586,0.0010597256210543122,4,13.77
3200,StandardMap,1.0965532192130921e-06,2.0,4.2882529860498936e-05,3235,0.0008268500345206156,0,14.49
3200,StandardMap,6.581593947885267e-07,2.0,4.2882529860498936e-05,3235,0.0006405404819290906,1,14.19
3200,StandardMap,9.006167961160827e-07,2.0,4.2882529860498936e-05,3235,0.000749452873138086,2,14.14
3200,StandardMap,3.8347459849319423e-07,2.0,4.2882529860498936e-05,3235,0.0004889814642330187,3,14.81
3200,StandardMap,7.479981341020902e-07,2.0,4.2882529860498936e-05,3235,0.0006828016170433744,4,14.15
6400,StandardMap,5.991548418933235e-07,2.0,4.2882529860498936e-05,6386,0.0006113409584460313,0,15.63
6400,StandardMap,4.108358230041631e-07,2.0,4.2882529860498936e-05,6386,0.0005061132598162093,1,16.53
6400,StandardMap,6.190483513819344e-07,2.0,4.2882529860498936e-05,6386,0.0006213458524138614,2,15.8
6400,StandardMap,4.749102904497704e-07,2.0,4.2882529860498936e-05,6386,0.0005442662870120884,3,17.43
6400,StandardMap,3.511330951369018e-07,2.0,4.2882529860498936e-05,6386,0.00046827051961846416,4,15.9
12800,StandardMap,3.8781910348006933e-07,2.0,4.2882529860498936e-05,12755,0.0004919529564009257,0,18.69
12800,StandardMap,2.594536576907558e-07,2.0,4.2882529860498936e-05,12755,0.00040226038541456353,1,18.9
12800,StandardMap,3.5945235185863567e-07,2.0,4.2882529860498936e-05,12755,0.0004734637586298984,2,18.39
12800,StandardMap,4.6348945488716707e-07,2.0,4.2882529860498936e-05,12755,0.0005376679305677713,3,18.9
12800,StandardMap,4.088484404292103e-07,2.0,4.2882529860498936e-05,12755,0.0005051124808182281,4,18.76
25600,StandardMap,5.67005382890784e-07,2.0,4.2882529860498936e-05,25586,0.0005947593591710872,0,22.8
25600,StandardMap,4.6692634214196005e-07,2.0,4.2882529860498936e-05,25586,0.0005396645239717637,1,23.19
25600,StandardMap,3.0961567154008664e-07,2.0,4.2882529860498936e-05,25586,0.0004394646698912595,2,22.93
25600,StandardMap,2.9814390768478917e-07,2.0,4.2882529860498936e-05,25586,0.0004311751343860021,3,23.56
25600,StandardMap,3.5979133349428596e-07,2.0,4.2882529860498936e-05,25586,0.0004737922031634787,4,22.98
51200,StandardMap,2.792008614278529e-07,2.0,4.2882529860498936e-05,51062,0.00041737412033033546,0,30.54
51200,StandardMap,4.5515728356804173e-07,2.0,4.2882529860498936e-05,51062,0.0005328451052794427,1,31.84
51200,StandardMap,3.0771081605962534e-07,2.0,4.2882529860498936e-05,51062,0.00043808782305154,2,30.57
51200,StandardMap,5.773446537205018e-07,2.0,4.2882529860498936e-05,51062,0.0006001039263007225,3,30.98
51200,StandardMap,4.6259695454864414e-07,2.0,4.2882529860498936e-05,51062,0.0005373096984823702,4,30.84
200,StandardMap,0.00011431968497345224,5.0,0.40320335755915493,211,0.005022201599219821,0,12.15
200,StandardMap,9.509747318224981e-05,5.0,0.40320335755915493,211,0.00457533192473078,1,12.22
200,StandardMap,0.00014283276675269008,5.0,0.40320335755915493,211,0.005608372143991748,2,12.37
200,StandardMap,0.00017727419827133416,5.0,0.40320335755915493,211,0.0062450756453254165,3,12.15
200,StandardMap,0.00011168789467774331,5.0,0.40320335755915493,211,0.004960861758273875,4,12.52
400,StandardMap,6.851938960608094e-05,5.0,0.40320335755915493,386,0.0038794512650329256,0,12.38
400,StandardMap,9.185795066878199e-05,5.0,0.40320335755915493,386,0.004493220494689539,1,14.43
400,StandardMap,8.526113093830644e-05,5.0,0.40320335755915493,386,0.004334719233564561,2,12.11
400,StandardMap,9.013071557274088e-05,5.0,0.40320335755915493,386,0.004455072584524774,3,12.1
400,StandardMap,0.00010566633520647884,5.0,0.40320335755915493,386,0.004827144952696963,4,12.34
800,StandardMap,5.7012607459910216e-05,5.0,0.40320335755915493,827,0.0035445760362265775,0,12.98
800,StandardMap,3.7518636585446075e-05,5.0,0.40320335755915493,827,0.002878159478508485,1,13.12
800,StandardMap,1.4077807718422263e-05,5.0,0.40320335755915493,827,0.0017622513908228802,2,12.89
800,StandardMap,3.69003803061787e-05,5.0,0.40320335755915493,827,0.002851250423438811,3,12.78
800,StandardMap,1.4516362054564524e-05,5.0,0.40320335755915493,827,0.0017939577145757518,4,13.81
1600,StandardMap,1.541464577894658e-05,5.0,0.40320335755915493,1586,0.001841526394543868,0,13.5
1600,StandardMap,3.449594012636226e-05,5.0,0.40320335755915493,1586,0.002752226415192029,1,13.16
1600,StandardMap,7.745728573354426e-06,5.0,0.40320335755915493,1586,0.0013050510878190433,2,13.24
1600,StandardMap,3.787026047939435e-05,5.0,0.40320335755915493,1586,0.0028868071621907143,3,13.26
1600,StandardMap,1.1463537957752123e-05,5.0,0.40320335755915493,1586,0.0015848304654135126,4,13.45
3200,StandardMap,5.338128368748585e-06,5.0,0.40320335755915493,3235,0.001087057884635522,0,14.37
3200,StandardMap,1.573073072358966e-05,5.0,0.40320335755915493,3235,0.0018649017768662464,1,14.19
3200,StandardMap,7.364023585978429e-06,5.0,0.40320335755915493,3235,0.0012764558236545039,2,14.38
3200,StandardMap,2.076308177493047e-05,5.0,0.40320335755915493,3235,0.0021400470988924628,3,14.15
3200,StandardMap,1.1162636583321728e-05,5.0,0.40320335755915493,3235,0.0015671922416989267,4,14.22
6400,StandardMap,6.517682086268906e-06,5.0,0.40320335755915493,6386,0.0011979348645245603,0,15.74
6400,StandardMap,5.24088679230772e-06,5.0,0.40320335755915493,6386,0.0010777362395973144,1,15.62
6400,StandardMap,7.895548864325974e-06,5.0,0.40320335755915493,6386,0.0013198104498034916,2,15.92
6400,StandardMap,7.4552375153871254e-06,5.0,0.40320335755915493,6386,0.001284714733696935,3,16.54
6400,StandardMap,7.812512158125174e-06,5.0,0.40320335755915493,6386,0.0013145323552836668,4,15.79
12800,StandardMap,3.68855262240686e-06,5.0,0.40320335755915493,12755,0.0009041978821706228,0,18.28
12800,StandardMap,5.0725603396131195e-06,5.0,0.40320335755915493,12755,0.0010621858380491008,1,18.63
12800,StandardMap,3.773415575778927e-06,5.0,0.40320335755915493,12755,0.0009155188334625312,2,18.77
12800,StandardMap,4.747587125166319e-06,5.0,0.40320335755915493,12755,0.001027485641724427,3,19.0
12800,StandardMap,4.387493565445766e-06,5.0,0.40320335755915493,12755,0.0009868376330649388,4,18.57
25600,StandardMap,3.4665670409594895e-06,5.0,0.40320335755915493,25586,0.0008771396503138892,0,22.52
25600,StandardMap,3.1760495621711017e-06,5.0,0.40320335755915493,25586,0.0008394564622917429,1,22.88
25600,StandardMap,1.6223372285821825e-06,5.0,0.40320335755915493,25586,0.0005998393167223147,2,22.99
25600,StandardMap,2.714778918743832e-06,5.0,0.40320335755915493,25586,0.0007774244345253165,3,23.67
25600,StandardMap,2.6475983886484757e-06,5.0,0.40320335755915493,25586,0.000767659665880034,4,22.96
51200,StandardMap,1.5637940596207046e-06,5.0,0.40320335755915493,51062,0.0005912626307450863,0,29.6
51200,StandardMap,2.0658799239754445e-06,5.0,0.40320335755915493,51062,0.0006784614135791523,1,31.45
51200,StandardMap,2.2946101271372753e-06,5.0,0.40320335755915493,51062,0.0007138557552816859,2,30.44
51200,StandardMap,1.8219803423562552e-06,5.0,0.40320335755915493,51062,0.0006375965490942742,3,31.62
51200,StandardMap,2.2929248971195194e-06,5.0,0.40320335755915493,51062,0.0007134795490517384,4,30.94
200,HenonMap,1.0782486015159521e-14,1.0,nan,189,5.277987746456334e-08,0,16.95
200,HenonMap,1.9184653865522706e-15,1.0,nan,189,2.1532944402614692e-08,1,15.8
200,HenonMap,2.2026824808563106e-16,1.0,nan,189,2.723726111814542e-09,2,17.15
200,HenonMap,1.8474111129762604e-16,1.0,nan,189,1.925965253746215e-09,3,17.11
200,HenonMap,1.893596390800667e-15,1.0,nan,189,2.1618905322029952e-08,4,15.18
400,HenonMap,9.237055564881302e-17,1.0,nan,393,1.925965253746215e-09,0,12.13
400,HenonMap,1.8038903704109545e-15,1.0,nan,393,2.1532944402614692e-08,1,12.24
400,HenonMap,2.0197177263980848e-15,1.0,nan,393,2.1618905322029952e-08,2,12.85
400,HenonMap,1.7763568394002505e-15,1.0,nan,393,2.1532944402614692e-08,3,12.73
400,HenonMap,0.0,1.0,nan,393,0.0,4,12.22
800,HenonMap,0.0,1.0,nan,777,0.0,0,12.68
800,HenonMap,0.0,1.0,nan,777,0.0,1,12.73
800,HenonMap,1.4122036873231991e-16,1.0,nan,777,1.925965253746215e-09,2,12.65
800,HenonMap,1.7763568394002505e-15,1.0,nan,777,2.1532944402614692e-08,3,12.98
800,HenonMap,7.105427357601002e-17,1.0,nan,777,9.629826268731074e-10,4,12.84
1600,HenonMap,0.0,1.0,nan,1593,0.0,0,13.45
1600,HenonMap,2.415845301584341e-16,1.0,nan,1593,2.723726111814542e-09,1,12.96
1600,HenonMap,2.4336088699783433e-16,1.0,nan,1593,1.925965253746215e-09,2,13.14
1600,HenonMap,0.0,1.0,nan,1593,0.0,3,13.47
1600,HenonMap,0.0,1.0,nan,1593,0.0,4,13.23
3200,HenonMap,0.0,1.0,nan,3242,0.0,0,14.21
3200,HenonMap,9.059419880941277e-17,1.0,nan,3242,0.0,1,14.33
3200,HenonMap,2.504663143554353e-16,1.0,nan,3242,1.925965253746215e-09,2,14.39
3200,HenonMap,2.042810365310288e-17,1.0,nan,3242,0.0,3,14.1
3200,HenonMap,0.0,1.0,nan,3242,0.0,4,14.22
6400,HenonMap,2.779998453661392e-16,1.0,nan,6393,2.723726111814542e-09,0,15.61
6400,HenonMap,0.0,1.0,nan,6393,0.0,1,16.09
6400,HenonMap,1.8047785488306545e-15,1.0,nan,6393,2.155446594279727e-08,2,16.04
6400,HenonMap,0.0,1.0,nan,6393,0.0,3,16.22
6400,HenonMap,0.0,1.0,nan,6393,0.0,4,15.9
12800,HenonMap,0.0,1.0,nan,12762,0.0,0,19.12
12800,HenonMap,1.0302869668521453e-16,1.0,nan,12762,1.925965253746215e-09,1,18.44
12800,HenonMap,0.0,1.0,nan,12762,0.0,2,19.69
12800,HenonMap,2.042810365310288e-17,1.0,nan,12762,0.0,3,18.8
12800,HenonMap,1.9806378759312793e-16,1.0,nan,12762,2.153294349506893e-09,4,18.68
25600,HenonMap,9.237055564881302e-17,1.0,nan,25593,1.925965253746215e-09,0,22.47
25600,HenonMap,0.0,1.0,nan,25593,0.0,1,24.59
25600,HenonMap,1.403321903126198e-16,1.0,nan,25593,1.925965253746215e-09,2,23.25
25600,HenonMap,2.3359092438113295e-16,1.0,nan,25593,2.723726111814542e-09,3,23.8
25600,HenonMap,0.0,1.0,nan,25593,0.0,4,23.18
51200,HenonMap,2.3980817331903383e-16,1.0,nan,51069,2.888947540289662e-09,0,30.56
51200,HenonMap,8.43769498715119e-17,1.0,nan,51069,9.629826268731074e-10,1,30.82
51200,HenonMap,1.376676550535194e-16,1.0,nan,51069,1.925965253746215e-09,2,30.96
51200,HenonMap,2.0676793610618914e-15,1.0,nan,51069,2.170452500423898e-08,3,30.97
51200,HenonMap,1.0658141036401502e-16,1.0,nan,51069,1.925965253746215e-09,4,31.03
200,HenonMap,4.639232612680644e-05,1.12,nan,189,0.003585475814388245,0,12.84
200,HenonMap,0.00010083250107709319,1.12,nan,189,0.005294157638927592,1,12.57
200,HenonMap,8.161812523030676e-05,1.12,nan,189,0.004801250292899273,2,11.97
200,HenonMap,6.233660993166268e-05,1.12,nan,189,0.004194020700731072,3,12.16
200,HenonMap,0.00011129947972949595,1.12,nan,189,0.0055151050980244126,4,12.38
400,HenonMap,3.659020460327156e-05,1.12,nan,393,0.0032308505426686114,0,12.52
400,HenonMap,2.3168632920715027e-05,1.12,nan,393,0.002583633079293053,1,12.33
400,HenonMap,5.886912907590158e-05,1.12,nan,393,0.004114525199306276,2,12.42
400,HenonMap,4.4020117813488466e-05,1.12,nan,393,0.003537237949589837,3,12.65
400,HenonMap,4.567449522437528e-05,1.12,nan,393,0.0036339125594746537,4,13.69
800,HenonMap,2.16365460655652e-05,1.12,nan,777,0.0024662180616561004,0,12.54
800,HenonMap,1.6227846819674596e-05,1.12,nan,777,0.0021746188072908172,1,12.79
800,HenonMap,5.400884994014632e-05,1.12,nan,777,0.0038936428948559546,2,12.7
800,HenonMap,2.361313167057233e-05,1.12,nan,777,0.002595888253457043,3,13.99
800,HenonMap,1.5223366892314516e-05,1.12,nan,777,0.0020878679577398637,4,12.8
1600,HenonMap,8.244711410952731e-06,1.12,nan,1593,0.0015442582175037413,0,13.08
1600,HenonMap,7.319369229662698e-06,1.12,nan,1593,0.0014464004529239937,1,16.65
1600,HenonMap,1.2628537489945303e-05,1.12,nan,1593,0.0019003417819854467,2,14.11
1600,HenonMap,1.3327565291547216e-05,1.12,nan,1593,0.0019301612579034557,3,13.67
1600,HenonMap,1.4088587224250659e-05,1.12,nan,1593,0.002002680819704867,4,13.32
3200,HenonMap,6.552954233484343e-06,1.12,nan,3242,0.0013909827657038892,0,13.99
3200,HenonMap,5.3564387490041555e-06,1.12,nan,3242,0.001226921535634762,1,14.64
3200,HenonMap,4.320482845287188e-06,1.12,nan,3242,0.0011018302269307932,2,14.69
3200,HenonMap,5.0066266139765506e-06,1.12,nan,3242,0.0011914952217569573,3,14.17
3200,HenonMap,5.897939601709368e-06,1.12,nan,3242,0.0012858761196576556,4,14.4
6400,HenonMap,1.8971506688103545e-06,1.12,nan,6393,0.0007389405641514065,0,15.72
6400,HenonMap,2.3360617669823113e-06,1.12,nan,6393,0.0008148421889608389,1,16.19
6400,HenonMap,3.0594599502364872e-06,1.12,nan,6393,0.0009211412626479468,2,16.03
6400,HenonMap,2.0035146080772393e-06,1.12,nan,6393,0.0007529621125051983,3,19.55
6400,HenonMap,2.400972060058848e-06,1.12,nan,6393,0.0008241026286286217,4,16.11
12800,HenonMap,1.7877570699056378e-06,1.12,nan,12762,0.0007035939244012483,0,18.23
12800,HenonMap,1.616512158761907e-06,1.12,nan,12762,0.0006864403775487953,1,18.61
12800,HenonMap,1.5155920577853976e-06,1.12,nan,12762,0.0006608277687779978,2,18.36
12800,HenonMap,1.69711020316754e-06,1.12,nan,12762,0.0006817985970355861,3,18.64
12800,HenonMap,1.7687993040453875e-06,1.12,nan,12762,0.0006886242783309506,4,18.48
25600,HenonMap,1.3281780729812454e-06,1.12,nan,25593,0.0006014920178718452,0,22.41
25600,HenonMap,8.711072491678351e-07,1.12,nan,25593,0.0004892741509020309,1,23.27
25600,HenonMap,1.0720535315158485e-06,1.12,nan,25593,0.0005402545199663595,2,23.24
25600,HenonMap,9.278998054469411e-07,1.12,nan,25593,0.0005077843846516281,3,26.48
25600,HenonMap,8.36115847050678e-07,1.12,nan,25593,0.00048071387965921045,4,23.44
51200,HenonMap,7.890283450251445e-07,1.12,nan,51069,0.00046299666580645773,0,30.28
51200,HenonMap,4.857002447806735e-07,1.12,nan,51069,0.000370015647209009,1,31.18
51200,HenonMap,5.644938250952692e-07,1.12,nan,51069,0.00039425369425923165,2,31.42
51200,HenonMap,4.6441881545433716e-07,1.12,nan,51069,0.0003611756624322989,3,31.47
51200,HenonMap,5.326621949279797e-07,1.12,nan,51069,0.0003851710572292945,4,31.29
200,HenonMap,8.566425346856476e-15,1.24,nan,189,5.504000736689503e-08,0,12.74
200,HenonMap,3.45601325335565e-15,1.24,nan,189,3.4724227840912575e-08,1,11.77
200,HenonMap,7.857103856423464e-15,1.24,nan,189,5.25259930851773e-08,2,12.19
200,HenonMap,1.7342238756157258e-15,1.24,nan,189,2.3932853569115646e-08,3,12.04
200,HenonMap,6.042832900732265e-15,1.24,nan,189,4.6250734148007714e-08,4,11.97
400,HenonMap,2.7494673204842003e-16,1.24,nan,393,4.940658946799412e-09,0,12.38
400,HenonMap,3.0775382242609337e-16,1.24,nan,393,9.61166529443267e-09,1,12.3
