arch,best_steps,cond_frac,cond_mode,cond_noise,dataset,epochs,hidden_frac,infer_wall_s,kind,mae_all,mae_hidden,method,modality,mse_all,mse_hidden,n_cells,n_params,nrmse_all,nrmse_hidden,optimizer,ordered,overrun_ratio,rel_l2_all,rel_l2_hidden,scale,seed,steps,train_loss,train_wall_s,vpt_steps
A1_local,8,0.3,random,0.0,cml_lattice,40,0.3026,0.158,learned,0.036057084798812866,0.11210058224329766,A1_local,chaos,0.005926669575273991,0.01952438644217157,64,13215,0.3480653462082296,0.6317483520031376,adamw,True,1.0108,0.10900928003937961,0.19833205756781136,0.7422,1,16,0.00623677592639896,97.03,0
A1_local,8,0.3,random,0.0,cml_lattice,40,0.3026,0.158,learned,0.03998002037405968,0.11382365045524508,A1_local,chaos,0.006104596424847841,0.019933552025095,64,13215,0.353251393996757,0.6383336913631976,adamw,True,1.0108,0.11063349173972656,0.20039946922139412,0.7422,1,32,0.00623677592639896,97.03,0
A1_local,16,0.5,random,0.0,cml_lattice,40,0.4953,0.155,learned,0.09653066843748093,0.19450300502213894,A1_local,chaos,0.026807717978954315,0.05411817811122984,64,13215,0.740261785021946,1.0517850754971105,adamw,True,1.0082,0.2318398158360214,0.3294104089932227,0.7422,1,1,0.00623677592639896,97.03,0
A1_local,16,0.5,random,0.0,cml_lattice,40,0.4953,0.155,learned,0.08360276371240616,0.16813335268039215,A1_local,chaos,0.020711729303002357,0.04181079498748394,64,13215,0.6506742023787043,0.9244844972331386,adamw,True,1.0082,0.20378221787017267,0.2895409180411961,0.7422,1,2,0.00623677592639896,97.03,0
A1_local,16,0.5,random,0.0,cml_lattice,40,0.4953,0.155,learned,0.07197852432727814,0.14423432228200217,A1_local,chaos,0.01547047309577465,0.031227712168999507,64,13215,0.5623506755135813,0.7989608594959073,adamw,True,1.0082,0.17612050835407697,0.25022795020335564,0.7422,1,4,0.00623677592639896,97.03,0
A1_local,16,0.5,random,0.0,cml_lattice,40,0.4953,0.155,learned,0.0670834332704544,0.1338341185831178,A1_local,chaos,0.01334010623395443,0.026924473339813373,64,13215,0.5221978300324127,0.7418720830003479,adamw,True,1.0082,0.16354518714427801,0.2323482163561752,0.7422,1,8,0.00623677592639896,97.03,0
A1_local,16,0.5,random,0.0,cml_lattice,40,0.4953,0.155,learned,0.06776854395866394,0.13400387645423723,A1_local,chaos,0.01333304587751627,0.02689600528053238,64,13215,0.5220596176178193,0.7414797773879466,adamw,True,1.0082,0.1635019072415563,0.23222534947467813,0.7422,1,16,0.00623677592639896,97.03,0
A1_local,16,0.5,random,0.0,cml_lattice,40,0.4953,0.155,learned,0.07073542475700378,0.13570271594509678,A1_local,chaos,0.013584022410213947,0.02733747926245137,64,13215,0.5269502418440788,0.7475403740019875,adamw,True,1.0082,0.16503359492729638,0.2341234783375835,0.7422,1,32,0.00623677592639896,97.03,0
A1_local,8,0.7,random,0.0,cml_lattice,40,0.7019,0.145,learned,0.14348198473453522,0.20428531302080744,A1_local,chaos,0.04107290506362915,0.05851860352034,64,13215,0.9162903693561557,1.0937105390351272,adamw,True,1.0059,0.2869695443623245,0.34257138038836515,0.7422,1,1,0.00623677592639896,97.03,0
A1_local,8,0.7,random,0.0,cml_lattice,40,0.7019,0.145,learned,0.1289423108100891,0.1834731478521611,A1_local,chaos,0.03353697434067726,0.04778152860935371,64,13215,0.8279752302295738,0.9882923642030633,adamw,True,1.0059,0.25931046810084063,0.3095523608385478,0.7422,1,2,0.00623677592639896,97.03,0
A1_local,8,0.7,random,0.0,cml_lattice,40,0.7019,0.145,learned,0.11744103580713272,0.16692187386231616,A1_local,chaos,0.027917101979255676,0.039774112257234324,64,13215,0.7554236498485865,0.9016867081921597,adamw,True,1.0059,0.2365882941074396,0.28242578751754016,0.7422,1,4,0.00623677592639896,97.03,0
A1_local,8,0.7,random,0.0,cml_lattice,40,0.7019,0.145,learned,0.11380820721387863,0.1615682653415636,A1_local,chaos,0.025912296026945114,0.03691683314727677,64,13215,0.7277938327519401,0.8686956354965193,adamw,True,1.0059,0.22793503684350558,0.27209234287156564,0.7422,1,8,0.00623677592639896,97.03,0
A1_local,8,0.7,random,0.0,cml_lattice,40,0.7019,0.145,learned,0.11462240666151047,0.16227941720810868,A1_local,chaos,0.026003578677773476,0.037037625300046485,64,13215,0.7290746303214439,0.8701156641508818,adamw,True,1.0059,0.22833616929603248,0.27253712342268405,0.7422,1,16,0.00623677592639896,97.03,0
A1_local,8,0.7,random,0.0,cml_lattice,40,0.7019,0.145,learned,0.11668948084115982,0.1636568559170583,A1_local,chaos,0.02624187059700489,0.03735642425998211,64,13215,0.7324075605492553,0.8738523726108738,adamw,True,1.0059,0.22937997341897998,0.27370753307822016,0.7422,1,32,0.00623677592639896,97.03,0
A1_local,8,0.3,block,0.0,cml_lattice,40,0.2969,0.193,learned,0.06445512920618057,0.21599788162791939,A1_local,chaos,0.018675709143280983,0.0629033835594257,64,13215,0.6178655462326783,1.1339461309681764,adamw,True,1.0044,0.1935069657911845,0.3540476902844908,0.7422,1,1,0.00623677592639896,97.03,0
A1_local,8,0.3,block,0.0,cml_lattice,40,0.2969,0.193,learned,0.06034605950117111,0.2014095188546599,A1_local,chaos,0.016338175162672997,0.05502625161466061,64,13215,0.5779059555949225,1.0605725564335307,adamw,True,1.0044,0.1809921869310067,0.3311385380042778,0.7422,1,2,0.00623677592639896,97.03,0
A1_local,8,0.3,block,0.0,cml_lattice,40,0.2969,0.193,learned,0.05718928202986717,0.18993435278273466,A1_local,chaos,0.014407048001885414,0.04851807563721184,64,13215,0.5426788685219344,0.995880442935223,adamw,True,1.0044,0.16995954780761324,0.31093996530475976,0.7422,1,4,0.00623677592639896,97.03,0
A1_local,8,0.3,block,0.0,cml_lattice,40,0.2969,0.193,learned,0.05644955486059189,0.18643014293665078,A1_local,chaos,0.013754136860370636,0.04631773397956481,64,13215,0.5302395154086406,0.9730363670279043,adamw,True,1.0044,0.16606372638206737,0.30380744631572787,0.7422,1,8,0.00623677592639896,97.03,0
A1_local,8,0.3,block,0.0,cml_lattice,40,0.2969,0.193,learned,0.057743411511182785,0.18699532016327505,A1_local,chaos,0.01379914116114378,0.046437409074579813,64,13215,0.531106282076909,0.9742926147691932,adamw,True,1.0044,0.1663351991780265,0.304199679772928,0.7422,1,16,0.00623677592639896,97.03,0
A1_local,8,0.3,block,0.0,cml_lattice,40,0.2969,0.193,learned,0.06250981986522675,0.1881370954311382,A1_local,chaos,0.013957241550087929,0.04672420240130385,64,13215,0.5341401506871818,0.9772965563497336,adamw,True,1.0044,0.1672853652171083,0.3051375890344833,0.7422,1,32,0.00623677592639896,97.03,0
A1_local,8,0.3,random,0.1,cml_lattice,40,0.2965,0.148,learned,0.11334645748138428,0.19099250371967044,A1_local,chaos,0.023066667839884758,0.05371413650149014,64,13215,0.6866696601991645,1.047851451782338,adamw,True,1.0118,0.21505551845992255,0.32785609260633647,0.7422,1,1,0.00623677592639896,97.03,0
A1_local,8,0.3,random,0.1,cml_lattice,40,0.2965,0.148,learned,0.1050839051604271,0.1627164750767815,A1_local,chaos,0.01917554996907711,0.04049089611425983,64,13215,0.6260792644632392,0.9097752426502937,adamw,True,1.0118,0.19607945298884072,0.2846542376764921,0.7422,1,2,0.00623677592639896,97.03,0
A1_local,8,0.3,random,0.1,cml_lattice,40,0.2965,0.148,learned,0.0983288586139679,0.14039413500097372,A1_local,chaos,0.016275934875011444,0.03086136108621211,64,13215,0.576804163819021,0.7942604877931589,adamw,True,1.0118,0.18064715180429045,0.24851150379811604,0.7422,1,4,0.00623677592639896,97.03,0
A1_local,8,0.3,random,0.1,cml_lattice,40,0.2965,0.148,learned,0.09555855393409729,0.13384494292582505,A1_local,chaos,0.015207297168672085,0.02796039968920642,64,13215,0.5575469266997606,0.7560092475283188,adamw,True,1.0118,0.17461605347244155,0.23654329766618268,0.7422,1,8,0.00623677592639896,97.03,0
A1_local,8,0.3,random,0.1,cml_lattice,40,0.2965,0.148,learned,0.0957501232624054,0.13482897936495183,A1_local,chaos,0.015337367542088032,0.028461850296977707,64,13215,0.5599262485325617,0.7627583756413053,adamw,True,1.0118,0.17536121951467426,0.238654992761761,0.7422,1,16,0.00623677592639896,97.03,0
A1_local,8,0.3,random,0.1,cml_lattice,40,0.2965,0.148,learned,0.09637864679098129,0.13571729843768637,A1_local,chaos,0.015478548593819141,0.028625913426390648,64,13215,0.5624974104095036,0.7649536072455091,adamw,True,1.0118,0.1761664665243098,0.23934184589814397,0.7422,1,32,0.00623677592639896,97.03,0
A1_local,4,0.3,random,0.25,cml_lattice,40,0.3007,0.156,learned,0.2017851322889328,0.20955699029062416,A1_local,chaos,0.062419116497039795,0.0635004971022839,64,13215,1.1295727744061597,1.1393154393928937,adamw,True,1.0405,0.3537667064250561,0.35713875257208055,0.7422,1,1,0.00623677592639896,97.03,0
A1_local,4,0.3,random,0.25,cml_lattice,40,0.3007,0.156,learned,0.19619888067245483,0.19541972347343767,A1_local,chaos,0.05974049121141434,0.05739165299832018,64,13215,1.1050700679289487,1.083128009973055,adamw,True,1.0405,0.3460927723057556,0.3395258003031937,0.7422,1,2,0.00623677592639896,97.03,0
A1_local,4,0.3,random,0.25,cml_lattice,40,0.3007,0.156,learned,0.19088925421237946,0.18746984640940784,A1_local,chaos,0.05692371726036072,0.053992980388876274,64,13215,1.0787033970966033,1.050567764171399,adamw,True,1.0405,0.3378350884012792,0.32931921030451855,0.7422,1,4,0.00623677592639896,97.03,0
A1_local,4,0.3,random,0.25,cml_lattice,40,0.3007,0.156,learned,0.188227578997612,0.19109926964339152,A1_local,chaos,0.05568190664052963,0.05683617782061795,64,13215,1.0668723739845634,1.077873643041557,adamw,True,1.0405,0.334129829085117,0.33787872523812557,0.7422,1,8,0.00623677592639896,97.03,0
A1_local,4,0.3,random,0.25,cml_lattice,40,0.3007,0.156,learned,0.1874760538339615,0.19286097164242152,A1_local,chaos,0.05540672317147255,0.058225375087609076,64,13215,1.0642328301428092,1.0909668834110455,adamw,True,1.0405,0.333303122175718,0.34198303504645855,0.7422,1,16,0.00623677592639896,97.03,0
A1_local,4,0.3,random,0.25,cml_lattice,40,0.3007,0.156,learned,0.18745645880699158,0.19332423901172488,A1_local,chaos,0.05538332462310791,0.05845545576052812,64,13215,1.0640080791727464,1.0931202651005516,adamw,True,1.0405,0.3332327670140393,0.3426580509584799,0.7422,1,32,0.00623677592639896,97.03,0
